sale_id,product_id,customer_id,location_id,order_date_timestamp,quantity,unit_price,total_amount,discount_applied,payment_method,delivery_status,order_date
SALE00017,B0B9BXKBC7,CUST0066,LOC017,2023-01-06,3,1799.0,4587.45,15,NetBanking,Delivered,2023-01-06
SALE00018,B0B56YRBNT,CUST0009,LOC018,2023-01-06,1,8999.0,7649.15,15,NetBanking,Pending,2023-01-06
SALE00019,B09QS9CWLV,CUST0380,LOC007,2023-01-06,5,12999.0,55245.75,15,COD,Delivered,2023-01-06
SALE00020,B099Z83VRC,CUST0481,LOC018,2023-01-06,4,1052.0,3997.6,5,COD,Delivered,2023-01-06
SALE00021,B09W5XR9RT,CUST0026,LOC003,2023-01-07,4,970.0,3298.0,15,COD,Delivered,2023-01-07
SALE00022,B07VVXJ2P5,CUST0107,LOC011,2023-01-07,1,96.0,76.8,20,Card,Delivered,2023-01-07
SALE00023,B09M8888DM,CUST0302,LOC017,2023-01-07,2,499.0,848.3,15,NetBanking,Delivered,2023-01-07
SALE00024,B08Y55LPBF,CUST0453,LOC008,2023-01-08,1,32999.0,31349.05,5,NetBanking,Returned,2023-01-08
SALE00025,B08WRWPM22,CUST0123,LOC007,2023-01-08,4,176.63,565.22,20,Card,Delivered,2023-01-08
SALE00026,B0B5RP43VN,CUST0277,LOC009,2023-01-08,2,1474.0,2505.8,15,UPI,Delivered,2023-01-08
SALE00027,B08MTCKDYN,CUST0042,LOC005,2023-01-09,2,119.0,226.1,5,COD,Returned,2023-01-09
SALE00028,B082LSVT4B,CUST0182,LOC012,2023-01-09,5,249.0,1245.0,0,NetBanking,Returned,2023-01-09
SALE00029,B01KK0HU3Y,CUST0291,LOC015,2023-01-09,3,899.0,2292.45,15,UPI,Delivered,2023-01-09
SALE00030,B07ZJND9B9,CUST0314,LOC001,2023-01-10,4,1099.0,3736.6,15,UPI,Delivered,2023-01-10
SALE00031,B09H34V36W,CUST0308,LOC013,2023-01-10,2,1349.0,2563.1,5,UPI,Delivered,2023-01-10
SALE00032,B08TT63N58,CUST0214,LOC010,2023-01-10,5,499.0,2245.5,10,NetBanking,Delivered,2023-01-10
SALE00033,B074CWD7MS,CUST0263,LOC007,2023-01-11,2,1549.0,3098.0,0,NetBanking,Delivered,2023-01-11
SALE00034,B0BPCJM7TB,CUST0034,LOC016,2023-01-11,5,259.0,1295.0,0,COD,Delivered,2023-01-11
SALE00035,B08BG4M4N7,CUST0435,LOC015,2023-01-11,2,199.0,398.0,0,Card,Delivered,2023-01-11
SALE00036,B09Q8WQ5QJ,CUST0181,LOC006,2023-01-12,5,249.0,1120.5,10,COD,Returned,2023-01-12
SALE00037,B00O2R38C4,CUST0355,LOC019,2023-01-12,2,999.0,1898.1,5,NetBanking,Delivered,2023-01-12
SALE00038,B0B3RRWSF6,CUST0044,LOC005,2023-01-12,4,1998.0,7192.8,10,Card,Returned,2023-01-12
SALE00039,B08YDFX7Y1,CUST0340,LOC020,2023-01-12,3,299.0,717.6,20,UPI,Pending,2023-01-12
SALE00040,B08XXVXP3J,CUST0454,LOC006,2023-01-13,1,249.0,249.0,0,NetBanking,Returned,2023-01-13
SALE00041,B07K19NYZ8,CUST0239,LOC009,2023-01-13,2,2320.0,3712.0,20,UPI,Delivered,2023-01-13
SALE00042,B09VT6JKRP,CUST0215,LOC002,2023-01-13,2,199.0,318.4,20,UPI,Delivered,2023-01-13
SALE00043,B0BMGB2TPR,CUST0409,LOC010,2023-01-14,3,9499.0,24222.45,15,COD,Delivered,2023-01-14
SALE00044,B094G9L9LT,CUST0062,LOC006,2023-01-14,3,999.0,2997.0,0,NetBanking,Delivered,2023-01-14
SALE00045,B07NRTCDS5,CUST0004,LOC016,2023-01-14,1,1199.0,1139.05,5,COD,Delivered,2023-01-14
SALE00046,B08CGW4GYR,CUST0190,LOC002,2023-01-15,5,375.0,1593.75,15,NetBanking,Returned,2023-01-15
SALE00047,B00NH12R1O,CUST0429,LOC009,2023-01-15,2,299.0,598.0,0,UPI,Delivered,2023-01-15
SALE00048,B087FXHB6J,CUST0166,LOC008,2023-01-15,1,699.0,594.15,15,UPI,Pending,2023-01-15
SALE00049,B09W5XR9RT,CUST0247,LOC004,2023-01-16,2,970.0,1843.0,5,COD,Delivered,2023-01-16
SALE00050,B09P1MFKG1,CUST0218,LOC013,2023-01-16,4,998.0,3193.6,20,Card,Delivered,2023-01-16
SALE00051,B0BHYJ8CVF,CUST0164,LOC016,2023-01-16,5,1149.0,5170.5,10,UPI,Delivered,2023-01-16
SALE00052,B0846D5CBP,CUST0254,LOC009,2023-01-17,1,1295.0,1036.0,20,COD,Delivered,2023-01-17
SALE00053,B009P2L7CO,CUST0081,LOC013,2023-01-17,3,1099.0,3297.0,0,UPI,Delivered,2023-01-17
SALE00054,B07YC8JHMB,CUST0420,LOC003,2023-01-17,3,8199.0,19677.6,20,NetBanking,Delivered,2023-01-17
SALE00055,B07Z1Z77ZZ,CUST0034,LOC013,2023-01-17,4,449.0,1436.8,20,COD,Delivered,2023-01-17
SALE00056,B09YDFKJF8,CUST0089,LOC002,2023-01-18,1,1324.0,1257.8,5,NetBanking,Delivered,2023-01-18
SALE00057,B09NBZ36F7,CUST0314,LOC020,2023-01-18,2,2089.0,3342.4,20,Card,Delivered,2023-01-18
SALE00058,B0123P3PWE,CUST0108,LOC018,2023-01-18,2,999.0,1598.4,20,UPI,Delivered,2023-01-18
SALE00059,B00B7GKXMG,CUST0095,LOC017,2023-01-19,4,699.0,2376.6,15,NetBanking,Delivered,2023-01-19
SALE00060,B07S9S86BF,CUST0041,LOC020,2023-01-19,1,599.0,569.05,5,Card,Delivered,2023-01-19
SALE00061,B08S6RKT4L,CUST0450,LOC015,2023-01-19,2,2599.0,5198.0,0,Card,Delivered,2023-01-19
SALE00062,B0B6F7LX4C,CUST0133,LOC017,2023-01-20,1,13999.0,11199.2,20,COD,Delivered,2023-01-20
SALE00063,B01KK0HU3Y,CUST0421,LOC008,2023-01-20,5,899.0,4045.5,10,Card,Delivered,2023-01-20
SALE00064,B07YQ5SN4H,CUST0053,LOC010,2023-01-20,1,299.0,269.1,10,UPI,Delivered,2023-01-20
SALE00065,B07232M876,CUST0157,LOC007,2023-01-21,5,199.0,945.25,5,NetBanking,Delivered,2023-01-21
SALE00066,B09MKG4ZCM,CUST0086,LOC014,2023-01-21,5,1565.0,6651.25,15,COD,Delivered,2023-01-21
SALE00067,B06Y36JKC3,CUST0022,LOC015,2023-01-21,2,149.0,298.0,0,Card,Delivered,2023-01-21
SALE00068,B01F7B2JCI,CUST0030,LOC003,2023-01-22,2,184.0,368.0,0,Card,Delivered,2023-01-22
SALE00069,B08JQN8DGZ,CUST0466,LOC001,2023-01-22,3,1299.0,3117.6,20,COD,Delivered,2023-01-22
SALE00070,B07YSJ7FF1,CUST0113,LOC015,2023-01-22,5,645.0,2580.0,20,UPI,Delivered,2023-01-22
SALE00071,B08DCVRW98,CUST0343,LOC018,2023-01-23,2,209.0,376.2,10,NetBanking,Delivered,2023-01-23
SALE00072,B07JH1CBGW,CUST0129,LOC009,2023-01-23,4,649.0,2076.8,20,NetBanking,Delivered,2023-01-23
SALE00073,B07JGCGNDG,CUST0394,LOC019,2023-01-23,5,6800.0,30600.0,10,COD,Delivered,2023-01-23
SALE00074,B0BK1K598K,CUST0052,LOC005,2023-01-23,5,678.0,3390.0,0,UPI,Delivered,2023-01-23
SALE00075,B08B6XWQ1C,CUST0095,LOC009,2023-01-24,2,349.0,558.4,20,COD,Delivered,2023-01-24
SALE00076,B09MKG4ZCM,CUST0358,LOC017,2023-01-24,1,1565.0,1330.25,15,UPI,Delivered,2023-01-24
SALE00077,B07SPVMSC6,CUST0116,LOC020,2023-01-24,3,1399.0,4197.0,0,UPI,Delivered,2023-01-24
SALE00078,B07PR1CL3S,CUST0370,LOC001,2023-01-25,5,1220.0,5490.0,10,COD,Delivered,2023-01-25
SALE00079,B09CMP1SC8,CUST0023,LOC014,2023-01-25,4,199.0,676.6,15,UPI,Delivered,2023-01-25
SALE00080,B01N6LU1VF,CUST0044,LOC018,2023-01-25,4,579.0,2200.2,5,Card,Returned,2023-01-25
SALE00081,B0993BB11X,CUST0353,LOC019,2023-01-26,5,999.0,4995.0,0,COD,Delivered,2023-01-26
SALE00082,B0BJ966M5K,CUST0047,LOC002,2023-01-26,5,4999.0,23745.25,5,UPI,Delivered,2023-01-26
SALE00083,B07RD611Z8,CUST0484,LOC003,2023-01-26,3,1799.0,5397.0,0,NetBanking,Delivered,2023-01-26
SALE00084,B097R4D42G,CUST0397,LOC010,2023-01-27,4,4999.0,19996.0,0,COD,Delivered,2023-01-27
SALE00085,B0085IATT6,CUST0425,LOC007,2023-01-27,4,899.0,3596.0,0,NetBanking,Delivered,2023-01-27
SALE00086,B0B5KZ3C53,CUST0459,LOC003,2023-01-27,4,1599.0,5756.4,10,COD,Delivered,2023-01-27
SALE00087,B07D2NMTTV,CUST0326,LOC020,2023-01-28,5,3199.0,15195.25,5,UPI,Delivered,2023-01-28
SALE00088,B076VQS87V,CUST0367,LOC001,2023-01-28,4,457.0,1645.2,10,UPI,Delivered,2023-01-28
SALE00089,B0B3N7LR6K,CUST0118,LOC003,2023-01-28,3,3999.0,11397.15,5,Card,Returned,2023-01-28
SALE00090,B07SLNG3LW,CUST0025,LOC019,2023-01-28,1,3859.0,3473.1,10,NetBanking,Delivered,2023-01-28
SALE00091,B00GE55L22,CUST0197,LOC007,2023-01-29,4,299.0,1136.2,5,NetBanking,Delivered,2023-01-29
SALE00092,B009P2L7CO,CUST0123,LOC002,2023-01-29,2,1099.0,1978.2,10,COD,Delivered,2023-01-29
SALE00093,B0BMVWKZ8G,CUST0285,LOC018,2023-01-29,4,1999.0,6396.8,20,UPI,Delivered,2023-01-29
SALE00094,B086PXQ2R4,CUST0090,LOC003,2023-01-30,1,165.0,156.75,5,Card,Delivered,2023-01-30
SALE00095,B09W9V2PXG,CUST0186,LOC014,2023-01-30,3,759.0,2049.3,10,Card,Pending,2023-01-30
SALE00096,B08PFSZ7FH,CUST0190,LOC015,2023-01-30,1,299.0,284.05,5,NetBanking,Pending,2023-01-30
SALE00097,B0B1YY6JJL,CUST0124,LOC015,2023-01-31,2,23999.0,38398.4,20,UPI,Pending,2023-01-31
SALE00098,B09N3ZNHTY,CUST0214,LOC010,2023-01-31,1,1499.0,1199.2,20,COD,Delivered,2023-01-31
SALE00099,B07X2L5Z8C,CUST0090,LOC003,2023-01-31,4,1490.0,5960.0,0,COD,Returned,2023-01-31
SALE00100,B07JJFSG2B,CUST0229,LOC008,2023-02-01,3,889.0,2133.6,20,COD,Returned,2023-02-01
SALE00101,B09XB8GFBQ,CUST0228,LOC016,2023-02-01,5,8999.0,42745.25,5,NetBanking,Delivered,2023-02-01
SALE00102,B0BNVBJW2S,CUST0424,LOC019,2023-02-01,5,2499.0,9996.0,20,NetBanking,Delivered,2023-02-01
SALE00103,B09VC2D2WG,CUST0215,LOC017,2023-02-02,5,469.0,2227.75,5,UPI,Delivered,2023-02-02
SALE00104,B09DG9VNWB,CUST0331,LOC020,2023-02-02,5,12000.0,57000.0,5,Card,Delivered,2023-02-02
SALE00105,B09XB7DPW1,CUST0027,LOC010,2023-02-02,1,8999.0,7199.2,20,UPI,Delivered,2023-02-02
SALE00106,B09VGS66FV,CUST0164,LOC017,2023-02-03,3,1349.0,3439.95,15,UPI,Delivered,2023-02-03
SALE00107,B09RKFBCV7,CUST0110,LOC004,2023-02-03,2,1999.0,3398.3,15,NetBanking,Delivered,2023-02-03
SALE00108,B09ZPL5VYM,CUST0064,LOC001,2023-02-03,2,199.0,318.4,20,UPI,Delivered,2023-02-03
SALE00109,B0765B3TH7,CUST0287,LOC004,2023-02-03,4,199.0,636.8,20,NetBanking,Returned,2023-02-03
SALE00110,B0B5LVS732,CUST0429,LOC009,2023-02-04,1,1898.0,1518.4,20,NetBanking,Pending,2023-02-04
SALE00111,B08N1WL9XW,CUST0004,LOC015,2023-02-04,5,182.0,773.5,15,COD,Delivered,2023-02-04
SALE00112,B09M869Z5V,CUST0122,LOC008,2023-02-04,1,570.0,513.0,10,NetBanking,Delivered,2023-02-04
SALE00113,B09P8M18QM,CUST0213,LOC003,2023-02-05,3,1369.0,3490.95,15,UPI,Delivered,2023-02-05
SALE00114,B09YDFDVNS,CUST0475,LOC017,2023-02-05,1,1324.0,1324.0,0,NetBanking,Delivered,2023-02-05
SALE00115,B09J2MM5C6,CUST0243,LOC006,2023-02-05,1,279.0,265.05,5,Card,Delivered,2023-02-05
SALE00116,B09Q8WQ5QJ,CUST0245,LOC008,2023-02-06,2,249.0,473.1,5,NetBanking,Delivered,2023-02-06
SALE00117,B09TT6BFDX,CUST0256,LOC016,2023-02-06,3,399.0,1137.15,5,COD,Pending,2023-02-06
SALE00118,B01N90RZ4M,CUST0349,LOC005,2023-02-06,5,230.0,1035.0,10,UPI,Delivered,2023-02-06
SALE00119,B09XB7SRQ5,CUST0025,LOC015,2023-02-07,4,8999.0,34196.2,5,NetBanking,Delivered,2023-02-07
SALE00120,B005LJQMCK,CUST0017,LOC011,2023-02-07,3,416.0,1248.0,0,UPI,Delivered,2023-02-07
SALE00121,B0B8XNPQPN,CUST0164,LOC003,2023-02-07,4,3599.0,13676.2,5,NetBanking,Delivered,2023-02-07
SALE00122,B0BBVKRP7B,CUST0396,LOC015,2023-02-08,5,281.0,1194.25,15,Card,Delivered,2023-02-08
SALE00123,B0994GFWBH,CUST0343,LOC012,2023-02-08,2,139.0,236.3,15,COD,Delivered,2023-02-08
SALE00124,B00LM4X0KU,CUST0420,LOC010,2023-02-08,1,100.0,85.0,15,COD,Delivered,2023-02-08
SALE00125,B0B12K5BPM,CUST0255,LOC020,2023-02-08,1,1049.0,839.2,20,UPI,Delivered,2023-02-08
SALE00126,B00A328ENA,CUST0232,LOC001,2023-02-09,3,2976.0,8928.0,0,NetBanking,Delivered,2023-02-09
SALE00127,B01D5H8ZI8,CUST0403,LOC003,2023-02-09,5,229.0,1087.75,5,NetBanking,Delivered,2023-02-09
SALE00128,B09YV4RG4D,CUST0032,LOC006,2023-02-09,4,1499.0,5996.0,0,COD,Delivered,2023-02-09
SALE00129,B077T3BG5L,CUST0295,LOC014,2023-02-10,4,329.0,1118.6,15,Card,Pending,2023-02-10
SALE00130,B08Y5QJTVK,CUST0249,LOC017,2023-02-10,2,116.0,220.4,5,UPI,Delivered,2023-02-10
SALE00131,B097ZQTDVZ,CUST0088,LOC011,2023-02-10,5,399.0,1695.75,15,UPI,Delivered,2023-02-10
SALE00132,B095K14P86,CUST0300,LOC011,2023-02-11,5,599.0,2845.25,5,COD,Delivered,2023-02-11
SALE00133,B09RMQYHLH,CUST0456,LOC020,2023-02-11,3,12999.0,33147.45,15,Card,Delivered,2023-02-11
SALE00134,B0BN2576GQ,CUST0388,LOC015,2023-02-11,1,469.0,398.65,15,Card,Delivered,2023-02-11
SALE00135,B09C6HWG18,CUST0319,LOC006,2023-02-12,1,970.0,824.5,15,NetBanking,Delivered,2023-02-12
SALE00136,B09Y5FZK9N,CUST0192,LOC009,2023-02-12,1,809.0,647.2,20,Card,Delivered,2023-02-12
SALE00137,B0B9BD2YL4,CUST0270,LOC009,2023-02-12,4,2599.0,8836.6,15,COD,Delivered,2023-02-12
SALE00138,B0B1YY6JJL,CUST0286,LOC010,2023-02-13,1,23999.0,19199.2,20,Card,Delivered,2023-02-13
SALE00139,B07DWFX9YS,CUST0330,LOC003,2023-02-13,3,789.0,2367.0,0,NetBanking,Delivered,2023-02-13
SALE00140,B095K14P86,CUST0132,LOC015,2023-02-13,4,599.0,1916.8,20,UPI,Delivered,2023-02-13
SALE00141,B01GGKYKQM,CUST0044,LOC019,2023-02-14,2,219.0,350.4,20,COD,Delivered,2023-02-14
SALE00142,B09Q8HMKZX,CUST0066,LOC015,2023-02-14,2,263.0,447.1,15,NetBanking,Delivered,2023-02-14
SALE00143,B01N1XVVLC,CUST0228,LOC002,2023-02-14,1,9590.0,9590.0,0,Card,Delivered,2023-02-14
SALE00144,B07WGPBXY9,CUST0349,LOC010,2023-02-14,5,899.0,4045.5,10,COD,Returned,2023-02-14
SALE00145,B084MZXJN6,CUST0035,LOC019,2023-02-15,3,999.0,2997.0,0,NetBanking,Delivered,2023-02-15
SALE00146,B09NVPSCQT,CUST0127,LOC005,2023-02-15,5,1599.0,7195.5,10,NetBanking,Delivered,2023-02-15
SALE00147,B08LVVTGZK,CUST0256,LOC013,2023-02-15,1,929.0,836.1,10,COD,Delivered,2023-02-15
SALE00148,B07KSB1MLX,CUST0114,LOC020,2023-02-16,5,1089.0,4900.5,10,UPI,Delivered,2023-02-16
SALE00149,B01KK0HU3Y,CUST0103,LOC020,2023-02-16,5,899.0,3596.0,20,COD,Delivered,2023-02-16
SALE00150,B082T6V3DT,CUST0478,LOC015,2023-02-16,2,799.0,1358.3,15,Card,Delivered,2023-02-16
SALE00151,B09N3BFP4M,CUST0291,LOC016,2023-02-17,1,5499.0,4674.15,15,NetBanking,Returned,2023-02-17
SALE00152,B09GFWJDY1,CUST0231,LOC020,2023-02-17,4,499.0,1796.4,10,COD,Delivered,2023-02-17
SALE00153,B08RZ12GKR,CUST0033,LOC013,2023-02-17,5,215.0,913.75,15,COD,Delivered,2023-02-17
SALE00154,B00HZIOGXW,CUST0347,LOC010,2023-02-18,3,610.0,1830.0,0,Card,Delivered,2023-02-18
SALE00155,B07SRM58TP,CUST0467,LOC013,2023-02-18,5,1665.0,6660.0,20,Card,Pending,2023-02-18
SALE00156,B08YXJJW8H,CUST0002,LOC010,2023-02-18,5,247.0,1173.25,5,COD,Delivered,2023-02-18
SALE00157,B07DXRGWDJ,CUST0144,LOC014,2023-02-19,1,4280.0,3852.0,10,Card,Delivered,2023-02-19
SALE00158,B09ZVJXN5L,CUST0279,LOC008,2023-02-19,3,778.0,2334.0,0,Card,Delivered,2023-02-19
SALE00159,B09YV4RG4D,CUST0393,LOC019,2023-02-19,1,1499.0,1424.05,5,UPI,Delivered,2023-02-19
SALE00160,B00H0B29DI,CUST0157,LOC004,2023-02-19,3,2199.0,5607.45,15,NetBanking,Delivered,2023-02-19
SALE00161,B08SKZ2RMG,CUST0482,LOC008,2023-02-20,3,475.0,1211.25,15,UPI,Delivered,2023-02-20
SALE00162,B08G8H8DPL,CUST0479,LOC001,2023-02-20,1,3249.0,3086.55,5,NetBanking,Delivered,2023-02-20
SALE00163,B07VQGVL68,CUST0424,LOC012,2023-02-20,4,293.0,996.2,15,COD,Delivered,2023-02-20
SALE00164,B08CF3D7QR,CUST0432,LOC003,2023-02-21,1,154.0,123.2,20,Card,Delivered,2023-02-21
SALE00165,B0BDG6QDYD,CUST0332,LOC018,2023-02-21,5,899.0,4045.5,10,NetBanking,Delivered,2023-02-21
SALE00166,B09HV71RL1,CUST0103,LOC020,2023-02-21,5,719.0,3595.0,0,NetBanking,Returned,2023-02-21
SALE00167,B08SCCG9D4,CUST0364,LOC016,2023-02-22,5,949.0,4033.25,15,Card,Delivered,2023-02-22
SALE00168,B01N4EV2TL,CUST0368,LOC006,2023-02-22,4,1495.0,5382.0,10,UPI,Delivered,2023-02-22
SALE00169,B0981XSZJ7,CUST0108,LOC013,2023-02-22,2,299.0,568.1,5,NetBanking,Delivered,2023-02-22
SALE00170,B09NFSHCWN,CUST0011,LOC012,2023-02-23,5,1149.0,4883.25,15,UPI,Delivered,2023-02-23
SALE00171,B09BF8JBWX,CUST0119,LOC018,2023-02-23,4,1055.0,3587.0,15,Card,Delivered,2023-02-23
SALE00172,B09KNMLH4Y,CUST0043,LOC009,2023-02-23,5,398.0,1791.0,10,Card,Delivered,2023-02-23
SALE00173,B08N1WL9XW,CUST0408,LOC009,2023-02-24,5,182.0,773.5,15,COD,Pending,2023-02-24
SALE00174,B07PLHTTB4,CUST0413,LOC018,2023-02-24,1,100.0,80.0,20,NetBanking,Delivered,2023-02-24
SALE00175,B01GGKZ4NU,CUST0208,LOC005,2023-02-24,5,549.0,2607.75,5,Card,Delivered,2023-02-24
SALE00176,B08HDJ86NZ,CUST0451,LOC005,2023-02-25,2,329.0,592.2,10,UPI,Delivered,2023-02-25
SALE00177,B09CGLY5CX,CUST0373,LOC006,2023-02-25,5,1959.0,8325.75,15,UPI,Delivered,2023-02-25
SALE00178,B0BBMGLQDW,CUST0342,LOC013,2023-02-25,4,599.0,1916.8,20,UPI,Delivered,2023-02-25
SALE00179,B0859M539M,CUST0472,LOC015,2023-02-25,3,1699.0,4842.15,5,COD,Delivered,2023-02-25
SALE00180,B08498D67S,CUST0256,LOC006,2023-02-26,1,1149.0,919.2,20,NetBanking,Delivered,2023-02-26
SALE00181,B07XLCFSSN,CUST0007,LOC018,2023-02-26,5,899.0,4045.5,10,COD,Delivered,2023-02-26
SALE00182,B0BMGB3CH9,CUST0469,LOC005,2023-02-26,4,9499.0,36096.2,5,Card,Returned,2023-02-26
SALE00183,B09WMTJPG7,CUST0400,LOC019,2023-02-27,2,2599.0,4938.1,5,NetBanking,Delivered,2023-02-27
SALE00184,B01L6MT7E0,CUST0483,LOC011,2023-02-27,1,8799.0,8359.05,5,UPI,Returned,2023-02-27
SALE00185,B08JKPVDKL,CUST0426,LOC015,2023-02-27,2,279.0,530.1,5,NetBanking,Pending,2023-02-27
SALE00186,B07WGPKMP5,CUST0116,LOC009,2023-02-28,4,15499.0,49596.8,20,COD,Delivered,2023-02-28
SALE00187,B01J0XWYKQ,CUST0390,LOC016,2023-02-28,3,599.0,1527.45,15,NetBanking,Delivered,2023-02-28
SALE00188,B08MC57J31,CUST0496,LOC010,2023-02-28,3,1499.0,4272.15,5,COD,Pending,2023-02-28
SALE00189,B09QGZM8QB,CUST0354,LOC020,2023-03-01,4,399.0,1596.0,0,UPI,Delivered,2023-03-01
SALE00190,B009P2L7CO,CUST0262,LOC003,2023-03-01,4,1099.0,3956.4,10,COD,Returned,2023-03-01
SALE00191,B0B8SRZ5SV,CUST0302,LOC013,2023-03-01,4,949.0,3036.8,20,UPI,Delivered,2023-03-01
SALE00192,B08YK7BBD2,CUST0354,LOC006,2023-03-02,1,429.0,364.65,15,NetBanking,Pending,2023-03-02
SALE00193,B09F6S8BT6,CUST0106,LOC011,2023-03-02,2,13490.0,25631.0,5,Card,Delivered,2023-03-02
SALE00194,B07PLHTTB4,CUST0165,LOC008,2023-03-02,1,100.0,100.0,0,Card,Delivered,2023-03-02
SALE00195,B07XLCFSSN,CUST0009,LOC010,2023-03-03,3,899.0,2697.0,0,UPI,Delivered,2023-03-03
SALE00196,B0814LP6S9,CUST0290,LOC014,2023-03-03,1,351.0,333.45,5,NetBanking,Delivered,2023-03-03
SALE00197,B0972BQ2RS,CUST0407,LOC001,2023-03-03,2,2499.0,4748.1,5,COD,Delivered,2023-03-03
SALE00198,B097MKZHNV,CUST0362,LOC014,2023-03-03,3,2949.0,8404.65,5,NetBanking,Delivered,2023-03-03
SALE00199,B00UGZWM2I,CUST0061,LOC012,2023-03-04,5,198.0,990.0,0,Card,Delivered,2023-03-04
SALE00200,B09F6D21BY,CUST0208,LOC013,2023-03-04,4,790.0,2844.0,10,Card,Delivered,2023-03-04
SALE00201,B09JN37WBX,CUST0203,LOC019,2023-03-04,5,319.0,1515.25,5,NetBanking,Delivered,2023-03-04
SALE00202,B08QW937WV,CUST0357,LOC014,2023-03-05,5,1448.0,6878.0,5,COD,Delivered,2023-03-05
SALE00203,B0B9BD2YL4,CUST0349,LOC014,2023-03-05,3,2599.0,7407.15,5,NetBanking,Delivered,2023-03-05
SALE00204,B097R2V1W8,CUST0335,LOC016,2023-03-05,2,2599.0,4418.3,15,COD,Delivered,2023-03-05
SALE00205,B07W9KYT62,CUST0423,LOC014,2023-03-06,3,2499.0,6747.3,10,COD,Delivered,2023-03-06
SALE00206,B09XBJ1CTN,CUST0452,LOC001,2023-03-06,1,649.0,519.2,20,UPI,Delivered,2023-03-06
SALE00207,B07S9S86BF,CUST0384,LOC019,2023-03-06,1,599.0,539.1,10,COD,Delivered,2023-03-06
SALE00208,B07WMS7TWB,CUST0389,LOC019,2023-03-07,4,649.0,2076.8,20,Card,Pending,2023-03-07
SALE00209,B08CTQP51L,CUST0092,LOC011,2023-03-07,1,379.0,303.2,20,COD,Delivered,2023-03-07
SALE00210,B00NH11PEY,CUST0342,LOC012,2023-03-07,5,199.0,845.75,15,COD,Delivered,2023-03-07
SALE00211,B00HZIOGXW,CUST0079,LOC014,2023-03-08,4,610.0,1952.0,20,UPI,Returned,2023-03-08
SALE00212,B07DGD4Z4C,CUST0072,LOC003,2023-03-08,2,3499.0,5948.3,15,COD,Delivered,2023-03-08
SALE00213,B084MZXJN6,CUST0056,LOC012,2023-03-08,5,999.0,4745.25,5,COD,Delivered,2023-03-08
SALE00214,B08JKPVDKL,CUST0315,LOC015,2023-03-08,5,279.0,1395.0,0,NetBanking,Delivered,2023-03-08
SALE00215,B0971DWFDT,CUST0403,LOC005,2023-03-09,2,337.0,674.0,0,UPI,Delivered,2023-03-09
SALE00216,B078G6ZF5Z,CUST0229,LOC020,2023-03-09,3,699.0,1677.6,20,NetBanking,Delivered,2023-03-09
SALE00217,B08KRMK9LZ,CUST0233,LOC013,2023-03-09,3,2025.0,5467.5,10,Card,Delivered,2023-03-09
SALE00218,B083T5G5PM,CUST0058,LOC008,2023-03-10,3,1490.0,3576.0,20,COD,Delivered,2023-03-10
SALE00219,B09VH568H7,CUST0159,LOC007,2023-03-10,4,119.0,380.8,20,UPI,Delivered,2023-03-10
SALE00220,B08MVXPTDG,CUST0138,LOC004,2023-03-10,5,2590.0,12302.5,5,Card,Delivered,2023-03-10
